repo_name,workflow_path,workflow_type,variable_name,variable_type,variable_location,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
codex,rust-release.yml,workflow,AKV_CODESIGN_AZURE_CLIENT_ID,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_CERTIFICATE_SHA256,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_KEY_NAME,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_KEY_VAULT_NAME,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_KEY_VERSION,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_PKCS11_LIBRARY_BLOB_URI,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_PKCS11_LIBRARY_SHA256,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_RCODESIGN_BLOB_URI,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_RCODESIGN_SHA256,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_SUBSCRIPTION,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,AKV_CODESIGN_TENANT,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,APPLE_NOTARIZATION_ISSUER_ID,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,APPLE_NOTARIZATION_KEY_ID,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
codex,rust-release.yml,workflow,APPLE_NOTARIZATION_KEY_P8,secret,step,public,0,0,0,https://github.com/openai/codex/blob/main/.github/workflows/rust-release.yml,https://github.com/openai/codex
pytorch,update_s3_htmls.yml,workflow,AWS_S3_UPDATE_ACCESS_KEY_ID,secret,step,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/update_s3_htmls.yml,https://github.com/openai/pytorch
pytorch,update_s3_htmls.yml,workflow,AWS_S3_UPDATE_SECRET_ACCESS_KEY,secret,step,public,1,1,0,https://github.com/openai/pytorch/blob/master/.github/workflows/update_s3_htmls.yml,https://github.com/openai/pytorch
codex,rust-release-windows.yml,workflow,AZURE_ARTIFACT_SIGNING_ACCOUNT_NAME,secret,step,public,0,0,1,https://github.com/openai/codex/blob/main/.github/workflows/rust-release-windows.yml,https://github.com/openai/codex
codex,rust-release-windows.yml,workflow,AZURE_ARTIFACT_SIGNING_CERTIFICATE_PROFILE_NAME,secret,step,public,0,0,1,https://github.com/openai/codex/blob/main/.github/workflows/rust-release-windows.yml,https://github.com/openai/codex
codex,rust-release-windows.yml,workflow,AZURE_ARTIFACT_SIGNING_CLIENT_ID,secret,step,public,0,0,1,https://github.com/openai/codex/blob/main/.github/workflows/rust-release-windows.yml,https://github.com/openai/codex
codex,rust-release-windows.yml,workflow,AZURE_ARTIFACT_SIGNING_ENDPOINT,secret,step,public,0,0,1,https://github.com/openai/codex/blob/main/.github/workflows/rust-release-windows.yml,https://github.com/openai/codex
codex,rust-release-windows.yml,workflow,AZURE_ARTIFACT_SIGNING_SUBSCRIPTION_ID,secret,step,public,0,0,1,https://github.com/openai/codex/blob/main/.github/workflows/rust-release-windows.yml,https://github.com/openai/codex
